,Requested Pick Up Time,# of Pass-engers,Pick Up Location,Drop Off Location,Cancellation Time,Pickup Time,Drop Off Time,Wait Time (min),Passenger Canceled?,Cancellation Message,lat,long
4895,2/19/19 18:50,1,Curtin,"3348 N Booth St, Milwaukee, WI 53212, USA",,2/19/19 19:22,2/19/19 19:29,31.0,no,,,Curtin
4896,2/19/19 18:50,1,"1830 North Oakland Avenue, Milwaukee, Wisconsin 53202, United States","2545 North Cramer Street, Milwaukee, Wisconsin 53211, United States",2/19/19 19:19,,,,yes,Wait time is too long,43.0549488,-87.89160009999999
4897,2/19/19 18:51,1,Library,WalgreensÛÒOakland,,2/19/19 19:32,2/19/19 19:35,40.0,no,,,Library
4898,2/19/19 18:52,1,"2513 East Park Place, Milwaukee, Wisconsin 53211, United States","1928 East Belleview Place, Milwaukee, Wisconsin 53211, United States",2/19/19 19:10,,,,yes,Wait time is too long,43.0672238,-87.8788239
4899,2/19/19 18:52,1,USR Parking,Metro Market Shorewood,,2/19/19 19:08,2/19/19 19:16,16.0,no,,,USR Parking
4900,2/19/19 18:52,1,"804 East Wright Street, Milwaukee, Wisconsin 53212, United States","2589 North Downer Avenue, Milwaukee, Wisconsin 53211, United States",2/19/19 19:03,,,,yes,Wait time is too long,43.0639777,-87.9013207
4901,2/19/19 18:53,1,"1703 N Farwell Ave, Milwaukee, WI 53202, USA",Library,2/19/19 19:25,,,,yes,I'm not ready to go,43.0532918,-87.8922134
4902,2/19/19 18:53,1,Mellencamp Hall Parking,"2544 North Frederick Avenue, Milwaukee, Wisconsin 53211, United States",2/19/19 19:07,,,,yes,Wait time is too long,,Mellencamp Hall Parking
4903,2/19/19 18:53,2,Kenilworth,"3615 North Humboldt Boulevard, Milwaukee, Wisconsin 53212, United States",,2/19/19 19:37,2/19/19 19:46,43.0,no,,,Kenilworth
4904,2/19/19 18:53,2,EMS Parking,"2616 North Frederick Avenue, Milwaukee, Wisconsin 53211, United States",2/19/19 19:35,,,,no,No show,,EMS Parking
4905,2/19/19 18:54,1,"2938 North Farwell Avenue, Milwaukee, Wisconsin 53211, United States","2114 North Oakland Avenue, Milwaukee, Wisconsin 53202, United States",2/19/19 18:54,,,,yes,I've had a change in my plans,43.0719009,-87.88135199999999
4906,2/19/19 18:54,1,"2938 North Farwell Avenue, Milwaukee, Wisconsin 53211, United States","2411 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States",,2/19/19 19:28,2/19/19 19:33,33.0,no,,43.0719009,-87.88135199999999
4907,2/19/19 18:54,1,"2130 East Locust Street, Milwaukee, Wisconsin 53211, United States","519 East Lloyd Street, Milwaukee, Wisconsin 53212, United States",2/19/19 19:41,,,,no,No show,43.0711737,-87.8833023
4908,2/19/19 18:55,2,"UWM RiverView Residence Hall, 2340 N Commerce St, Milwaukee, Wisconsin, United States, 53212","2918 North Farwell Avenue, Milwaukee, Wisconsin 53211, United States",,2/19/19 19:52,2/19/19 19:57,57.0,no,,43.0609194,-87.8953246
4909,2/19/19 18:55,1,Lubar,"2333 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States",2/19/19 19:24,,,,no,No show,,Lubar
4910,2/19/19 18:56,1,"2563 North Bartlett Avenue, Milwaukee, Wisconsin 53211, United States",Union North,,2/19/19 19:41,2/19/19 19:47,45.0,no,,43.0652673,-87.88942449999999
4911,2/19/19 18:56,2,Starbucks - Downer,WalgreensÛÒOakland,2/19/19 18:59,,,,yes,I've had a change in my plans,,Starbucks - Downer
4912,2/19/19 18:56,1,"3134 North Downer Avenue, Milwaukee, Wisconsin 53211, United States","3111a N Bartlett Ave, Milwaukee, WI 53211, USA",,2/19/19 19:24,2/19/19 19:27,28.0,no,,43.0755167,-87.8777676
4913,2/19/19 18:56,1,EMS Parking,"1805 East Park Place, Milwaukee, Wisconsin 53211, United States",,2/19/19 19:37,2/19/19 19:42,40.0,no,,,EMS Parking
4914,2/19/19 18:56,2,"Culver's, 1325 E Capitol Dr, Shorewood, Wisconsin, United States, 53211",Walmart,,2/19/19 19:27,2/19/19 19:31,30.0,no,,43.0886339,-87.8939316
4915,2/19/19 18:57,1,"2903 North Murray Avenue, Milwaukee, Wisconsin 53211, United States",Klotsche,,2/19/19 19:32,2/19/19 19:35,34.0,no,,43.07135100000001,-87.8856813
4916,2/19/19 18:58,1,"1827 East Park Place, Milwaukee, Wisconsin 53211, United States","UWM Golda Meir Library, 2311 E Hartford Ave, Milwaukee, Wisconsin, United States, 53211",,2/19/19 19:23,2/19/19 19:23,25.0,no,,43.0672235,-87.8870503
4917,2/19/19 18:58,2,Mellencamp Hall Parking,"2222 East Belleview Place, Milwaukee, Wisconsin 53211, United States",2/19/19 19:35,,,,no,No show,,Mellencamp Hall Parking
4918,2/19/19 18:59,1,Mitchell Hall,Metro Market Shorewood,,2/19/19 19:38,2/19/19 20:20,38.0,no,,,Mitchell Hall
4919,2/19/19 19:00,1,Union South,"3036 North Fratney Street, Milwaukee, Wisconsin 53212, United States",,2/19/19 19:51,2/19/19 19:58,51.0,no,,,Union South
4920,2/19/19 19:00,1,Arch Court,"2522 East Capitol Drive, Milwaukee, Wisconsin 53211, United States",,2/19/19 19:51,2/19/19 19:55,51.0,no,,,Arch Court
4921,2/19/19 19:00,1,"4510 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States",Cambridge Commons,2/19/19 19:02,,,,yes,Wait time is too long,43.0986633,-87.88709390000001
4922,2/19/19 19:01,1,Sal's Pizza,"3400 North Maryland Avenue, Milwaukee, Wisconsin 53211, United States",2/19/19 19:02,,,,yes,Too damn long. Tf,,Sal's Pizza
4923,2/19/19 19:01,1,"2619 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States",EMS Parking,,2/19/19 19:40,2/19/19 19:43,38.0,no,,43.066641,-87.88837989999999
4924,2/19/19 19:02,1,"2405 East Locust Street, Milwaukee, Wisconsin 53211, United States",Klotsche,,2/19/19 19:45,2/19/19 19:49,43.0,no,,43.07080930000001,-87.88009819999999
4925,2/19/19 19:03,1,Curtin,"3496 North Cramer Street, Milwaukee, Wisconsin 53211, United States",2/19/19 19:42,,,,yes,Wait time is too long,,Curtin
4926,2/19/19 19:03,4,"4424 North Wilson Drive, Milwaukee, Wisconsin 53211, United States",Library,,2/19/19 19:37,2/19/19 19:44,33.0,no,,43.097616,-87.90030229999999
4927,2/19/19 19:03,1,"1320 East Capitol Drive, Milwaukee, Wisconsin 53211, United States",EMS Parking,2/19/19 19:10,,,,yes,I'm not ready to go,43.089466,-87.894359
4928,2/19/19 19:05,1,Sal's Pizza,"3400 North Maryland Avenue, Milwaukee, Wisconsin 53211, United States",2/19/19 19:05,,,,yes,I've had a change in my plans,,Sal's Pizza
4929,2/19/19 19:05,1,Colectivo - Shorewood,"3947 North Prospect Avenue, Milwaukee, Wisconsin 53211, United States",2/19/19 19:08,,,,yes,Wait time is too long,,Colectivo - Shorewood
4930,2/19/19 19:06,2,Sal's Pizza,"3400 North Maryland Avenue, Milwaukee, Wisconsin 53211, United States",2/19/19 19:20,,,,yes,I'm not ready to go,,Sal's Pizza
4931,2/19/19 19:06,1,Library,"2727 North Maryland Avenue, Milwaukee, Wisconsin 53211, United States",2/19/19 19:09,,,,yes,I've had a change in my plans,,Library
4932,2/19/19 19:06,1,Library,"2612 North Maryland Avenue, Milwaukee, Wisconsin 53211, United States",2/19/19 19:11,,,,yes,It took too long to receive my ETA,,Library
4933,2/19/19 19:07,1,Lubar,"3575 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States",,2/19/19 19:54,2/19/19 19:58,46.0,no,,,Lubar
4934,2/19/19 19:07,1,"1702 East Bradford Avenue, Milwaukee, Wisconsin 53211, United States",Klotsche,2/19/19 19:38,,,,yes,I'm not ready to go,43.0639056,-87.8890509
4935,2/19/19 19:07,1,Sandburg,"3079 North Bartlett Avenue, Milwaukee, Wisconsin 53211, United States",2/19/19 19:08,,,,yes,Wait time is too long,,Sandburg
4936,2/19/19 19:08,1,"3107 North Bartlett Avenue, Milwaukee, Wisconsin 53211, United States",Klotsche,2/19/19 19:32,,,,yes,Wait time is too long,43.074891,-87.889454
4937,2/19/19 19:08,1,"3284 North Shepard Avenue, Milwaukee, Wisconsin 53211, United States",Library,2/19/19 19:55,,,,yes,Wait time is too long,43.077471,-87.87404599999999
4938,2/19/19 19:08,1,"2320 East Belleview Place, Milwaukee, Wisconsin 53211, United States","2635 North Bremen Street, Milwaukee, Wisconsin 53212, United States",,2/19/19 19:42,2/19/19 19:42,33.0,no,,43.0662057,-87.8810706
4939,2/19/19 19:10,2,Klotsche,"2944 North Murray Avenue, Milwaukee, Wisconsin 53211, United States",,2/19/19 19:37,2/19/19 19:41,26.0,no,,,Klotsche
4940,2/19/19 19:11,1,Union South,"2728 North Cramer Street, Milwaukee, Wisconsin 53211, United States",,2/19/19 19:51,2/19/19 19:53,40.0,no,,,Union South
4941,2/19/19 19:11,2,EMS Parking,"2508 East Belleview Place, Milwaukee, Wisconsin 53211, United States",,2/19/19 19:32,2/19/19 19:44,21.0,no,,,EMS Parking
4942,2/19/19 19:15,1,Whole Foods,"2743 N Cramer St, Milwaukee, WI 53211, USA",,2/19/19 20:06,2/19/19 20:09,51.0,no,,,Whole Foods
4943,2/19/19 19:15,1,Noodles & Company,"2963 North Maryland Avenue, Milwaukee, Wisconsin 53211, United States",2/19/19 19:16,,,,yes,Wait time is too long,,Noodles & Company
4944,2/19/19 19:15,1,"SunSeekers by Rosie, 2420 E Capitol Dr, Shorewood, Wisconsin, United States, 53211",Sandburg,,2/19/19 19:56,2/19/19 19:59,40.0,no,,43.0894652,-87.8793275
4945,2/19/19 19:17,1,"3575 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States","2620 North Frederick Avenue, Milwaukee, Wisconsin 53211, United States",2/19/19 19:38,,,,yes,Wait time is too long,43.0835882,-87.8879436
4946,2/19/19 19:17,1,EMS Parking,"1707 North Prospect Avenue, Milwaukee, Wisconsin 53202, United States",2/19/19 19:46,,,,yes,Wait time is too long,,EMS Parking
4947,2/19/19 19:18,1,Lapham,"1806 East Park Place, Milwaukee, Wisconsin 53211, United States",,2/19/19 20:02,2/19/19 20:05,43.0,no,,,Lapham
4948,2/19/19 19:18,1,Library,"2968 North Newhall Street, Milwaukee, Wisconsin 53211, United States",2/19/19 19:41,,,,yes,Wait time is too long,,Library
4949,2/19/19 19:20,1,Lubar,"1922 East Belleview Place, Milwaukee, Wisconsin 53211, United States",2/19/19 19:20,,,,yes,Wait time is too long,,Lubar
4950,2/19/19 19:20,4,"1824 East Park Place, Milwaukee, Wisconsin 53211, United States",BelAirÛÒDowner,2/19/19 19:41,,,,yes,Wait time is too long,43.0676692,-87.8871094
4951,2/19/19 19:20,1,"3975 North Cramer Street, Milwaukee, Wisconsin 53211, United States",Walmart,,2/19/19 19:59,2/19/19 20:04,38.0,no,,43.0889669,-87.8865957
4952,2/19/19 19:21,1,Sandburg,"Noodles & Company, 3121 N Oakland Ave, Milwaukee, Wisconsin, United States, 53211",,2/19/19 20:10,2/19/19 20:15,49.0,no,,,Sandburg
4953,2/19/19 19:21,2,"Noodles & Company, 3121 N Oakland Ave, Milwaukee, Wisconsin, United States, 53211","3400 North Maryland Avenue, Milwaukee, Wisconsin 53211, United States",2/19/19 19:33,,,,yes,I'm not ready to go,43.07509,-87.88813809999999
4954,2/19/19 19:23,1,Cambridge Commons,WalgreensÛÒBrady,,2/19/19 19:47,2/19/19 19:51,24.0,no,,,Cambridge Commons
4955,2/19/19 19:23,1,"3028 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States","1928 East Belleview Place, Milwaukee, Wisconsin 53211, United States",,2/19/19 20:01,2/19/19 20:05,37.0,no,,43.0735498,-87.8876791
4956,2/19/19 19:24,1,Sandburg,"1900 East Newberry Boulevard, Milwaukee, Wisconsin 53211, United States",,2/19/19 20:11,2/19/19 20:18,47.0,no,,,Sandburg
4957,2/19/19 19:24,2,Culver's,Sandburg,,2/19/19 19:54,2/19/19 19:59,30.0,no,,,Culver's
4958,2/19/19 19:25,2,Cambridge Commons,"3372 North Downer Avenue, Milwaukee, Wisconsin 53211, United States",,2/19/19 20:11,2/19/19 20:18,45.0,no,,,Cambridge Commons
4959,2/19/19 19:25,1,"3252 North Downer Avenue, Milwaukee, Wisconsin 53211, United States","2745 North Frederick Avenue, Milwaukee, Wisconsin 53211, United States",,2/19/19 20:03,2/19/19 20:08,38.0,no,,43.076817,-87.87750199999999
4960,2/19/19 19:27,1,Enderis,"2605 North Prospect Avenue, Milwaukee, Wisconsin 53211, United States",2/19/19 19:27,,,,yes,Wait time is too long,,Enderis
4961,2/19/19 19:28,1,Enderis,"2523 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States",2/19/19 19:31,,,,yes,It took too long to receive my ETA,,Enderis
4962,2/19/19 19:29,1,Sandburg,WalgreensÛÒOakland,2/19/19 19:46,,,,yes,Wait time is too long,,Sandburg
4963,2/19/19 19:29,1,Sandburg,"2916 North Cramer Street, Milwaukee, Wisconsin 53211, United States",,2/19/19 20:13,2/19/19 20:17,44.0,no,,,Sandburg
4964,2/19/19 19:30,1,EMS Parking,"2570 North Maryland Avenue, Milwaukee, Wisconsin 53211, United States",2/19/19 19:46,,,,yes,I've had a change in my plans,,EMS Parking
4965,2/19/19 19:31,1,"1426 E Brady St, Milwaukee, WI 53202, USA",Library,,2/19/19 19:52,2/19/19 20:01,21.0,no,,43.0534018,-87.89292329999999
4966,2/19/19 19:32,2,Whole Foods,"2863 North Prospect Avenue, Milwaukee, Wisconsin 53211, United States",2/19/19 19:32,,,,yes,I'm not ready to go,,Whole Foods
4967,2/19/19 19:33,4,"2965 North Cramer Street, Milwaukee, Wisconsin 53211, United States","Hooligan's Super Bar, 2017 E North Ave, Milwaukee, Wisconsin, United States, 53202",2/19/19 19:33,,,,yes,Wait time is too long,43.072385,-87.88702400000001
4968,2/19/19 19:34,2,Walmart,Sandburg,,2/19/19 20:05,2/19/19 20:18,30.0,no,,,Walmart
4969,2/19/19 19:34,1,"3366 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States",Mellencamp Hall Parking,2/19/19 19:34,,,,yes,Wait time is too long,43.07911989999999,-87.8875023
4970,2/19/19 19:35,1,Walmart,"2915 North Booth Street, Milwaukee, Wisconsin 53212, United States",,2/19/19 20:12,2/19/19 20:25,36.0,no,,,Walmart
4971,2/19/19 19:36,1,"Eastcastle Place, 2505 E Bradford Ave, Milwaukee, Wisconsin, United States, 53211","3364 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States",2/19/19 19:53,,,,yes,I've had a change in my plans,43.063246,-87.8789862
4972,2/19/19 19:36,1,"3418 North Richards Street, Milwaukee, Wisconsin 53212, United States","2929 North Farwell Avenue, Milwaukee, Wisconsin 53211, United States",,2/19/19 20:17,2/19/19 20:24,41.0,no,,43.0807629,-87.90725700000002
4973,2/19/19 19:37,1,WalgreensÛÒOakland,"UWM RiverView Residence Hall, 2340 N Commerce St, Milwaukee, Wisconsin, United States, 53212",,2/19/19 20:05,2/19/19 20:08,27.0,no,,,WalgreensÛÒOakland
4974,2/19/19 19:37,1,"2926 North Cramer Street, Milwaukee, Wisconsin 53211, United States",BelAirÛÒDowner,2/19/19 20:05,,,,yes,I've had a change in my plans,43.071615,-87.886319
4975,2/19/19 19:37,1,Klotsche,"2520 North Stowell Avenue, Milwaukee, Wisconsin 53211, United States",,2/19/19 20:14,2/19/19 20:18,36.0,no,,,Klotsche
4976,2/19/19 19:37,1,Klotsche,"1825 East Lafayette Place, Milwaukee, Wisconsin 53202, United States",2/19/19 19:42,,,,yes,I've had a change in my plans,,Klotsche
4977,2/19/19 19:38,1,"1824 East Park Place, Milwaukee, Wisconsin 53211, United States",BelAirÛÒDowner,,2/19/19 20:10,2/19/19 20:11,31.0,no,,43.0676692,-87.8871094
4978,2/19/19 19:39,1,Freshwater,Sandburg,,2/19/19 20:11,2/19/19 20:28,31.0,no,,,Freshwater
4979,2/19/19 19:39,1,Library,"2570 North Maryland Avenue, Milwaukee, Wisconsin 53211, United States",2/19/19 20:03,,,,yes,It took too long to receive my ETA,,Library
4980,2/19/19 19:40,1,Lapham,"2480 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States",2/19/19 20:06,,,,yes,Wait time is too long,,Lapham
4981,2/19/19 19:40,2,"Sal's Pizza Eastside, 2974 N Oakland Ave, Milwaukee, Wisconsin 53211, United States",Sandburg,,2/19/19 20:25,2/19/19 20:28,45.0,no,,43.0726257,-87.88747
4982,2/19/19 19:41,1,Metro Market Shorewood,"3633 N Humboldt Bl, Milwaukee, Wisconsin 53212, United States",,2/19/19 20:46,2/19/19 20:51,64.0,no,,,Metro Market Shorewood
4983,2/19/19 19:42,1,Lubar,"2508 East Belleview Place, Milwaukee, Wisconsin 53211, United States",2/19/19 19:49,,,,yes,Wait time is too long,,Lubar
4984,2/19/19 19:42,1,Enderis,"1704 East Locust Street, Milwaukee, Wisconsin 53211, United States",2/19/19 19:42,,,,yes,I'm not ready to go,,Enderis
4985,2/19/19 19:43,1,"1824 East Park Place, Milwaukee, Wisconsin 53211, United States",Arch Court,2/19/19 20:24,,,,no,No show,43.0676692,-87.8871094
4986,2/19/19 19:44,2,"2916 North Cramer Street, Milwaukee, Wisconsin 53211, United States",Sandburg,,2/19/19 20:19,2/19/19 20:23,34.0,no,,43.071397,-87.88632199999999
4987,2/19/19 19:44,1,"3013 North Murray Avenue, Milwaukee, Wisconsin 53211, United States",Lubar,2/19/19 19:59,,,,yes,Wait time is too long,43.0731907,-87.8858233
4988,2/19/19 19:45,1,EMS Parking,"3901 North Humboldt Boulevard, Milwaukee, Wisconsin 53212, United States",2/19/19 20:09,,,,yes,Wait time is too long,,EMS Parking
4989,2/19/19 19:46,1,"2544 North Frederick Avenue, Milwaukee, Wisconsin","3546 North Murray Avenue, Milwaukee, Wisconsin 53211, United States",,2/19/19 20:14,2/19/19 20:18,28.0,no,,43.06470119999999,-87.88389409999999
4990,2/19/19 19:46,1,Lubar,"2505 North Frederick Avenue, Milwaukee, Wisconsin 53211, United States",,2/19/19 20:30,2/19/19 20:33,43.0,no,,,Lubar
4991,2/19/19 19:46,1,Library,"1824 East Park Place, Milwaukee, Wisconsin 53211, United States",,2/19/19 20:27,2/19/19 20:33,40.0,no,,,Library
4992,2/19/19 19:46,4,Qdoba,Sandburg,,2/19/19 20:21,2/19/19 20:24,35.0,no,,,Qdoba
4993,2/19/19 19:47,1,"2739 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States","2545 North Frederick Avenue, Milwaukee, Wisconsin 53211, United States",2/19/19 20:01,,,,yes,I've had a change in my plans,43.068299,-87.88832599999999
4994,2/19/19 19:50,1,Planet Fitness - Capitol,"2742 N Maryland Ave, Milwaukee, WI 53211, USA",,2/19/19 20:26,2/19/19 20:35,36.0,no,,,Planet Fitness - Capitol
4995,2/19/19 19:50,2,"2915 North Farwell Avenue, Milwaukee, Wisconsin 53211, United States","3400 North Maryland Avenue, Milwaukee, Wisconsin 53211, United States",,2/19/19 20:27,2/19/19 20:30,37.0,no,,43.0713579,-87.88208
4996,2/19/19 19:50,1,Klotsche,"2483 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States",,2/19/19 20:33,2/19/19 20:39,42.0,no,,,Klotsche
4997,2/19/19 19:51,1,Sandburg,"2466 N Oakland Avenue, Milwaukee, WI, USA",2/19/19 20:08,,,,yes,I'm not ready to go,,Sandburg
4998,2/19/19 19:52,2,"Sal's Pizza, 2974 N Oakland Ave, Milwaukee, Wisconsin, United States, 53211",Sandburg,2/19/19 20:13,,,,yes,I've had a change in my plans,43.0726257,-87.88747
4999,2/19/19 19:53,1,"3046 North Stowell Avenue, Milwaukee, Wisconsin 53211, United States",Sandburg,2/19/19 20:25,,,,yes,Wait time is too long,43.07382200000001,-87.8788469
5000,2/19/19 19:53,1,Zilber,"1982 North Prospect Avenue, Milwaukee, Wisconsin 53202, United States",2/19/19 20:13,,,,yes,Wait time is too long,,Zilber
5001,2/19/19 19:54,1,"2968 North Prospect Avenue, Milwaukee, Wisconsin 53211, United States","3303 North Newhall Street, Milwaukee, Wisconsin 53211, United States",2/19/19 20:48,,,,no,No show,43.07244499999999,-87.8801
5002,2/19/19 19:54,1,Union South,"3006 North Booth Street, Milwaukee, Wisconsin 53212, United States",,2/19/19 20:39,2/19/19 20:48,44.0,no,,,Union South
5003,2/19/19 19:54,2,"2947 N Frederick Ave, Milwaukee, WI 53211, USA",WalgreensÛÒBrady,2/19/19 19:58,,,,yes,Wait time is too long,43.0721025,-87.8844137
5004,2/19/19 19:54,1,"The City Market, 2205 E Capitol Dr, Shorewood, Wisconsin, United States, 53211","1915e East Kenilworth Place, Milwaukee, Wisconsin 53202, United States",2/19/19 19:55,,,,yes,I've had a change in my plans,43.089035,-87.882181
5005,2/19/19 19:55,2,"The City Market, 2205 E Capitol Dr, Shorewood, Wisconsin, United States, 53211","1915e East Kenilworth Place, Milwaukee, Wisconsin 53202, United States",2/19/19 20:09,,,,yes,I've had a change in my plans,43.089035,-87.882181
5006,2/19/19 19:56,3,"3131 North Bartlett Avenue, Milwaukee, Wisconsin 53211, United States",Klotsche,,2/19/19 20:37,2/19/19 20:41,41.0,no,,43.07538100000001,-87.889437
5007,2/19/19 19:57,1,"2935 North Frederick Avenue, Milwaukee, Wisconsin 53211, United States","3367 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States",2/19/19 20:01,,,,yes,Wait time is too long,43.07177,-87.884606
5008,2/19/19 19:59,2,"2966 North Maryland Avenue, Milwaukee, Wisconsin 53211, United States",BelAirÛÒDowner,,2/19/19 20:30,2/19/19 20:32,31.0,no,,43.072457,-87.8825679
5009,2/19/19 19:59,1,Cunningham,"2211 North Cambridge Avenue, Milwaukee, Wisconsin 53202, United States",2/19/19 20:19,,,,yes,It took too long to receive my ETA,,Cunningham
5010,2/19/19 20:00,1,Mellencamp Hall Parking,"2353 North Farwell Avenue, Milwaukee, Wisconsin 53211, United States",2/19/19 20:00,,,,yes,Wait time is too long,,Mellencamp Hall Parking
5011,2/19/19 20:00,1,Purin Hall,"1928 East Belleview Place, Milwaukee, Wisconsin 53211, United States",,2/19/19 20:46,2/19/19 20:51,45.0,no,,,Purin Hall
5012,2/19/19 20:00,1,Sandburg,BelAirÛÒDowner,2/19/19 20:00,,,,yes,Wait time is too long,,Sandburg
5013,2/19/19 20:01,1,Lubar,"3364 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States",,2/19/19 20:55,2/19/19 20:58,54.0,no,,,Lubar
5014,2/19/19 20:02,1,"1732 North Prospect Avenue, Milwaukee, Wisconsin 53202, United States","UWM Klotsche Center & Pavilion, 3409 N Downer Ave., Milwaukee, Wisconsin, United States, 53211",2/19/19 20:40,,,,yes,Wait time is too long,43.05272300000001,-87.89014329999999
5015,2/19/19 20:02,2,Klotsche,"2510 North Murray Avenue, Milwaukee, Wisconsin 53211, United States",,2/19/19 20:38,2/19/19 20:44,36.0,no,,,Klotsche
5016,2/19/19 20:03,1,"2973 North Newhall Street, Milwaukee, Wisconsin 53211, United States",Sandburg,,2/19/19 20:29,2/19/19 20:33,25.0,no,,43.0726648,-87.8905345
5017,2/19/19 20:03,1,"2970 North Murray Avenue, Milwaukee, Wisconsin 53211, United States","2565 North Murray Avenue, Milwaukee, Wisconsin 53211, United States",,2/19/19 20:37,2/19/19 20:39,34.0,no,,43.07255199999999,-87.885136
5018,2/19/19 20:03,1,"3454 North Downer Avenue, Milwaukee, Wisconsin 53211, United States","2965 North Frederick Avenue, Milwaukee, Wisconsin 53211, United States",2/19/19 20:46,,,,yes,Wait time is too long,43.0807925,-87.8774007
5019,2/19/19 20:03,1,Union South,"2634 North Stowell Avenue, Milwaukee, Wisconsin 53211, United States",,2/19/19 20:36,2/19/19 20:41,32.0,no,,,Union South
5020,2/19/19 20:04,1,"3540 North Palmer Street, Milwaukee, Wisconsin 53212, United States",Kenilworth,,2/19/19 20:43,2/19/19 20:52,38.0,no,,43.0829739,-87.90954669999999
5021,2/19/19 20:05,2,"2233 North Summit Avenue, Milwaukee, Wisconsin 53211, United States","Harry's On Brady, 1234 E Brady St, Milwaukee, Wisconsin, United States, 53202",2/19/19 20:29,,,,yes,Wait time is too long,43.05889639999999,-87.8836257
5022,2/19/19 20:05,1,Library,"1800 East Capitol Drive, Milwaukee, Wisconsin 53211, United States",,2/19/19 20:41,2/19/19 20:54,35.0,no,,,Library
5023,2/19/19 20:07,1,Library,"2745 North Cramer Street, Milwaukee, Wisconsin 53211, United States",2/19/19 20:07,,,,yes,It took too long to receive my ETA,,Library
5024,2/19/19 20:08,3,"Noodles & Company, 3121 N Oakland Ave, Milwaukee, Wisconsin, United States, 53211","2323 North Cambridge Avenue, Milwaukee, Wisconsin 53211, United States",,2/19/19 20:35,2/19/19 20:35,26.0,no,,43.07509,-87.88813809999999
5025,2/19/19 20:09,2,Sandburg,CVSÛÒDowner,2/19/19 20:31,,,,yes,I've had a change in my plans,,Sandburg
5026,2/19/19 20:09,2,Metro Market Shorewood,"1915e East Kenilworth Place, Milwaukee, Wisconsin 53202, United States",,2/19/19 21:00,2/19/19 21:13,50.0,no,,,Metro Market Shorewood
5027,2/19/19 20:11,1,"4540 North Wilson Drive, Milwaukee, Wisconsin 53211, United States",Klotsche,2/19/19 20:54,,,,no,No show,43.0994508,-87.9020929
5028,2/19/19 20:11,1,EMS Parking,"2914 North Frederick Avenue, Milwaukee, Wisconsin 53211, United States",2/19/19 20:34,,,,yes,Wait time is too long,,EMS Parking
5029,2/19/19 20:11,2,Lubar,"2580 N Oakland Ave, Milwaukee, WI 53211, USA",,2/19/19 20:47,2/19/19 20:51,35.0,no,,,Lubar
5030,2/19/19 20:12,1,Curtin,"2612 North Cramer Street, Milwaukee, Wisconsin 53211, United States",2/19/19 20:12,,,,yes,I'm not ready to go,,Curtin
5031,2/19/19 20:13,1,EMS Parking,"2588 North Frederick Avenue, Milwaukee, Wisconsin 53211, United States",2/19/19 20:54,,,,yes,Wait time is too long,,EMS Parking
5032,2/19/19 20:14,1,Walmart,"3975 North Cramer Street, Milwaukee, Wisconsin 53211, United States",,2/19/19 21:01,2/19/19 21:08,47.0,no,,,Walmart
5033,2/19/19 20:14,1,Sandburg,Walmart,2/19/19 20:21,,,,yes,I've had a change in my plans,,Sandburg
5034,2/19/19 20:15,1,Library,"2856 North Cramer Street, Milwaukee, Wisconsin 53211, United States",2/19/19 20:37,,,,yes,It took too long to receive my ETA,,Library
5035,2/19/19 20:16,3,Sandburg,"2422 North Bartlett Avenue, Milwaukee, Wisconsin 53211, United States",2/19/19 20:16,,,,yes,I'm not ready to go,,Sandburg
5036,2/19/19 20:17,2,"2923 N Maryland Ave, Milwaukee, WI 53211, USA","UWM Klotsche Center & Pavilion, 3409 N Downer Ave., Milwaukee, Wisconsin, United States, 53211",,2/19/19 20:43,2/19/19 20:46,25.0,no,,43.071551,-87.883352
5037,2/19/19 20:17,1,"3035 North Maryland Avenue, Milwaukee, Wisconsin 53211, United States","Noodles & Company, 3121 N Oakland Ave, Milwaukee, Wisconsin, United States, 53211",,2/19/19 20:59,2/19/19 21:07,41.0,no,,43.073576,-87.883314
5038,2/19/19 20:18,1,Merrill Hall,"3955 N Murray Ave, Shorewood, WI 53211, USA",,2/19/19 20:53,2/19/19 20:53,34.0,no,,,Merrill Hall
5039,2/19/19 20:19,1,Sandburg,"2644 North Farwell Avenue, Milwaukee, Wisconsin 53211, United States",,2/19/19 20:30,2/19/19 20:36,11.0,no,,,Sandburg
5040,2/19/19 20:19,1,"2605 N Prospect Ave, Milwaukee, WI 53211, USA",Klotsche,2/19/19 20:19,,,,yes,Wait time is too long,43.0662953,-87.8807325
