,Unnamed: 0,Requested Pick Up Time,# of Pass-engers,Pick Up Location,Drop Off Location,Cancellation Time,Pickup Time,Drop Off Time,Wait Time (min),Passenger Canceled?,Cancellation Message,lat,long,LatDrop,LongDrop
4295,4295,2/18/19 19:12,1,"2639 North Prospect Avenue, Milwaukee, Wisconsin 53211, United States",Library,2/18/19 19:12,,,,yes,Wait time is too long,43.06692229999999,-87.8809078,43.0767674,-87.88070490000001
4296,4296,2/18/19 19:12,1,WalgreensÂÃÃOakland,"3342 North Cramer Street, Milwaukee, Wisconsin 53211, United States",2/18/19 19:40,,,,yes,Wait time is too long,43.081241999999996,-87.8964345,43.078531,-87.88615399999999
4297,4297,2/18/19 19:12,1,Klotsche,"1800 East Capitol Drive, Milwaukee, Wisconsin 53211, United States",2/18/19 19:38,,,,yes,Wait time is too long,43.08030170000001,-87.8796044,43.0893703,-87.8871388
4298,4298,2/18/19 19:12,1,"1694 N Van Buren St, Milwaukee, WI 53202, USA",Sandburg,2/18/19 19:12,,,,yes,I've had a change in my plans,43.0528447,-87.90323099999999,43.078982200000006,-87.8822568
4299,4299,2/18/19 19:12,1,"3431 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States",Cambridge Commons,,2/18/19 20:09,2/18/19 20:15,56.0,no,,43.0802982,-87.8878955,43.0607675,-87.8918198
4300,4300,2/18/19 19:13,2,"1694 N Van Buren St, Milwaukee, WI 53202, USA",Sandburg,2/18/19 19:24,,,,yes,Wait time is too long,43.0528447,-87.90323099999999,43.078982200000006,-87.8822568
4301,4301,2/18/19 19:13,1,"2929 North Farwell Avenue, Milwaukee, Wisconsin 53211, United States","3418 North Richards Street, Milwaukee, Wisconsin 53212, United States",2/18/19 19:36,,,,yes,Wait time is too long,43.071686,-87.882074,43.0807629,-87.90725700000002
4302,4302,2/18/19 19:14,1,Library,"1869 North Cambridge Avenue, Milwaukee, Wisconsin 53202, United States",2/18/19 19:32,,,,yes,Wait time is too long,43.0767674,-87.88070490000001,43.0559556,-87.8927501
4303,4303,2/18/19 19:14,1,Merrill Hall,"2576 North Stowell Avenue, Milwaukee, Wisconsin 53211, United States",2/18/19 19:42,,,,yes,Wait time is too long,43.0783696,-87.8785429,43.0655305,-87.8791679
4304,4304,2/18/19 19:15,1,"2639 North Oakland Avenue, Milwaukee, Wisconsin",Aldi,,2/18/19 19:48,2/18/19 20:00,32.0,no,,43.067014,-87.888345,43.0389025,-87.9064736
4305,4305,2/18/19 19:15,1,Lubar,"1927 East Newberry Boulevard, Milwaukee, Wisconsin 53211, United States",,2/18/19 20:08,2/18/19 20:18,52.0,no,,43.0760439,-87.8824595,43.069008,-87.8858089
4306,4306,2/18/19 19:16,1,Metro Market Shorewood,"2555 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States",2/18/19 20:08,,,,no,No show,43.0916326,-87.8877604,43.0651249,-87.8883798
4307,4307,2/18/19 19:17,1,Library,"2542 North Bremen Street, Milwaukee, Wisconsin 53212, United States",2/18/19 19:22,,,,yes,Wait time is too long,43.0767674,-87.88070490000001,43.0647917,-87.90011779999999
4308,4308,2/18/19 19:17,1,"2744 North Cramer Street, Milwaukee, Wisconsin 53211, United States",Walmart,,2/18/19 20:17,2/18/19 20:27,59.0,no,,43.068421,-87.886364,43.087619700000005,-87.9061765
4309,4309,2/18/19 19:18,1,Sandburg,"2967 North Frederick Avenue, Milwaukee, Wisconsin 53211, United States",2/18/19 20:14,,,,no,No show,43.078982200000006,-87.8822568,43.072482,-87.88459399999999
4310,4310,2/18/19 19:18,1,"1824 East Park Place, Milwaukee, Wisconsin 53211, United States","UWM Golda Meir Library, 2311 E Hartford Ave, Milwaukee, Wisconsin, United States, 53211",,2/18/19 20:19,2/18/19 20:27,61.0,no,,43.0676692,-87.8871094,43.07676740000001,-87.8807049
4311,4311,2/18/19 19:18,1,WalgreensÂÃÃBrady,Sandburg,2/18/19 19:40,,,,yes,Wait time is too long,43.0531275,-87.89582209999999,43.078982200000006,-87.8822568
4312,4312,2/18/19 19:20,1,"Blaze Pizza, 2907 N Oakland Ave, Milwaukee, Wisconsin, United States, 53211","3400 North Maryland Avenue, Milwaukee, Wisconsin 53211, United States",2/18/19 19:20,,,,yes,It took too long to receive my ETA,43.071279,-87.888097,43.0792179,-87.8819003
4313,4313,2/18/19 19:20,1,"3021 North Maryland Avenue, Milwaukee, Wisconsin 53211, United States","2556 North Lake Drive, Milwaukee, Wisconsin 53211, United States",2/18/19 21:11,,,,no,No show,43.073357,-87.883318,43.0641469,-87.8759883
4314,4314,2/18/19 19:20,1,Enderis,"3438 North Newhall Street, Milwaukee, Wisconsin 53211, United States",2/18/19 20:15,,,,yes,It took too long to receive my ETA,,Enderis,43.0804509,-87.88979499999999
4315,4315,2/18/19 19:21,1,NWQ,"3014 North Shepard Avenue, Milwaukee, Wisconsin 53211, United States",,2/18/19 20:14,2/18/19 20:26,53.0,no,,43.0389025,-87.9064736,43.073118,-87.874149
4316,4316,2/18/19 19:21,2,"Blaze Pizza, 2907 N Oakland Ave, Milwaukee, Wisconsin, United States, 53211","3400 North Maryland Avenue, Milwaukee, Wisconsin 53211, United States",,2/18/19 19:53,2/18/19 19:58,31.0,no,,43.071279,-87.888097,43.0792179,-87.8819003
4317,4317,2/18/19 19:21,1,Library,"2915 North Booth Street, Milwaukee, Wisconsin 53212, United States",2/18/19 19:45,,,,no,No show,43.0767674,-87.88070490000001,43.07151289999999,-87.9044882
4318,4318,2/18/19 19:21,1,"3246 North Downer Avenue, Milwaukee, Wisconsin 53211, United States","2700 North Prospect Avenue, Milwaukee, Wisconsin 53211, United States",2/18/19 19:42,,,,yes,Wait time is too long,43.0767222,-87.877577,43.067361,-87.8805299
4319,4319,2/18/19 19:22,2,Noodles & Company,Library,2/18/19 19:22,,,,yes,I'm not ready to go,43.0748331,-87.8879517,43.0767674,-87.88070490000001
4320,4320,2/18/19 19:22,1,"3468 North Cramer Street, Milwaukee, Wisconsin 53211, United States",Union North,,2/18/19 20:10,2/18/19 20:14,48.0,no,,43.08111,-87.886094,43.07523079999999,-87.881425
4321,4321,2/18/19 19:23,2,Noodles & Company,Sandburg,,2/18/19 20:01,2/18/19 20:04,38.0,no,,43.0748331,-87.8879517,43.078982200000006,-87.8822568
4322,4322,2/18/19 19:25,1,"2840 North Murray Avenue, Milwaukee, Wisconsin 53211, United States","UWM Golda Meir Library, 2311 E Hartford Ave, Milwaukee, Wisconsin, United States, 53211",2/18/19 19:40,,,,yes,I've had a change in my plans,43.0703249,-87.885092,43.07676740000001,-87.8807049
4323,4323,2/18/19 19:26,1,Enderis,Metro Market Shorewood,2/18/19 19:26,,,,yes,Wait time is too long,,Enderis,43.0916326,-87.8877604
4324,4324,2/18/19 19:27,1,"3057 North Farwell Avenue, Milwaukee, Wisconsin 53211, United States","2546 North Murray Avenue, Milwaukee, Wisconsin 53211, United States",,2/18/19 19:49,2/18/19 19:53,22.0,no,,43.07407,-87.882032,43.064766,-87.885253
4325,4325,2/18/19 19:27,2,"2645 North Farwell Avenue, Milwaukee, Wisconsin 53211, United States",Goodwill - Oakland,,2/18/19 20:06,2/18/19 20:09,39.0,no,,43.0669984,-87.88205699999999,43.0701835,-87.8899253
4326,4326,2/18/19 19:28,1,Lubar,"3568 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States",,2/18/19 20:17,2/18/19 20:20,48.0,no,,43.0760439,-87.8824595,43.0834492,-87.887383
4327,4327,2/18/19 19:28,1,"3101 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States","2353 North Farwell Avenue, Milwaukee, Wisconsin 53211, United States",2/18/19 19:32,,,,yes,I've had a change in my plans,43.0748055,-87.88820729999999,43.061122,-87.885008
4328,4328,2/18/19 19:28,1,"2615 North Cramer Street, Milwaukee, Wisconsin 53211, United States","901 East Clarke Street, Milwaukee, Wisconsin 53212, United States",,2/18/19 20:10,2/18/19 20:15,41.0,no,,43.0664641,-87.88699969999999,43.0654727,-87.9001945
4329,4329,2/18/19 19:29,2,"Urban Vape & CBD, 3473 N Oakland Ave Ste 101, Milwaukee, Wisconsin, United States, 53211",Sandburg,2/18/19 19:45,,,,yes,I've had a change in my plans,43.0811701,-87.88789969999999,43.078982200000006,-87.8822568
4330,4330,2/18/19 19:29,3,Cunningham,Noodles & Company,2/18/19 19:35,,,,yes,Wait time is too long,43.0389025,-87.9064736,43.0748331,-87.8879517
4331,4331,2/18/19 19:31,1,Library,"2563 North Bartlett Avenue, Milwaukee, Wisconsin 53211, United States",2/18/19 19:44,,,,yes,I've had a change in my plans,43.0767674,-87.88070490000001,43.0652673,-87.88942449999999
4332,4332,2/18/19 19:33,2,Noodles & Company,Sandburg,,2/18/19 19:58,2/18/19 20:12,25.0,no,,43.0748331,-87.8879517,43.078982200000006,-87.8822568
4333,4333,2/18/19 19:35,1,"2926 North Frederick Avenue, Milwaukee, Wisconsin 53211, United States","2416 North Humboldt Boulevard, Milwaukee, Wisconsin 53212, United States",,2/18/19 20:05,2/18/19 20:14,29.0,no,,43.071652,-87.883831,43.062439,-87.897488
4334,4334,2/18/19 19:35,1,Garland Hall,"3700 North Morris Boulevard, Milwaukee, Wisconsin 53211, United States",,2/18/19 20:28,2/18/19 20:33,52.0,no,,43.0770558,-87.8790209,43.0852024,-87.8908019
4335,4335,2/18/19 19:35,1,"2934 North Bremen Street, Milwaukee, Wisconsin 53212, United States",Library,2/18/19 19:36,,,,yes,Wait time is too long,43.071875,-87.89997900000002,43.0767674,-87.88070490000001
4336,4336,2/18/19 19:36,1,"2634 North Murray Avenue, Milwaukee, Wisconsin 53211, United States","3357 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States",2/18/19 19:36,,,,yes,Wait time is too long,43.06698129999999,-87.8853524,43.0789051,-87.8880635
4337,4337,2/18/19 19:36,1,Lubar,"1706 N Prospect Ave, Milwaukee, WI 53202, USA",2/18/19 19:37,,,,yes,Wait time is too long,43.0760439,-87.8824595,43.0524633,-87.8909831
4338,4338,2/18/19 19:37,2,Noodles & Company,Sandburg,2/18/19 19:46,,,,yes,I've had a change in my plans,43.0748331,-87.8879517,43.078982200000006,-87.8822568
4339,4339,2/18/19 19:37,1,"3039 North Maryland Avenue, Milwaukee, Wisconsin 53211, United States",Sandburg,2/18/19 20:09,,,,no,No show,43.0737482,-87.8831462,43.078982200000006,-87.8822568
4340,4340,2/18/19 19:37,1,Walmart,"2112 East Webster Place, Milwaukee, Wisconsin 53211, United States",2/18/19 19:43,,,,yes,Wait time is too long,43.087619700000005,-87.9061765,43.0650932,-87.8837502
4341,4341,2/18/19 19:37,2,"3202 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States","UWM Klotsche Center & Pavilion, 3409 N Downer Ave., Milwaukee, Wisconsin, United States, 53211",2/18/19 19:46,,,,yes,I'm not ready to go,43.0758132,-87.8874306,43.0803017,-87.87960439999999
4342,4342,2/18/19 19:39,1,Klotsche,Casablanca,2/18/19 19:59,,,,yes,Wait time is too long,43.08030170000001,-87.8796044,43.0389025,-87.9064736
4343,4343,2/18/19 19:39,1,Sandburg,"3000 North Frederick Avenue, Milwaukee, Wisconsin 53211, United States",,2/18/19 20:09,2/18/19 20:12,30.0,no,,43.078982200000006,-87.8822568,43.0729619,-87.88381
4344,4344,2/18/19 19:39,1,"3242 North Bartlett Avenue, Milwaukee, Wisconsin 53211, United States","2436 North Lake Drive, Milwaukee, Wisconsin 53211, United States",,2/18/19 20:17,2/18/19 20:24,37.0,no,,43.07661,-87.888774,43.062288,-87.87777799999999
4345,4345,2/18/19 19:40,1,Lubar,"2612 North Maryland Avenue, Milwaukee, Wisconsin 53211, United States",2/18/19 20:03,,,,yes,Wait time is too long,43.0760439,-87.8824595,43.0663463,-87.8826672
4346,4346,2/18/19 19:40,2,Merrill Hall,"The Villager Apartments, 3955 N Murray Ave, Shorewood, WI 53211, USA",2/18/19 20:19,,,,yes,Wait time is too long,43.0783696,-87.8785429,43.0889786,-87.8853062
4347,4347,2/18/19 19:40,1,Lapham,"2466 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States",,2/18/19 20:47,2/18/19 21:00,67.0,no,,43.074115500000005,-87.8890921,43.063139,-87.887658
4348,4348,2/18/19 19:41,1,EMS Cramer,"2518 North Farwell Avenue, Milwaukee, Wisconsin 53211, United States",2/18/19 19:48,,,,yes,Wait time is too long,43.0389025,-87.9064736,43.06423969999999,-87.8815109
4349,4349,2/18/19 19:41,1,EMS Parking,USR Parking,,2/18/19 20:19,2/18/19 21:07,37.0,no,,43.0389025,-87.9064736,43.0796966,-87.8820825
4350,4350,2/18/19 19:42,1,Klotsche,"2310 East Bradford Avenue, Milwaukee, Wisconsin 53211, United States",2/18/19 19:42,,,,yes,Wait time is too long,43.08030170000001,-87.8796044,43.0638709,-87.8815834
4351,4351,2/18/19 19:42,2,Walmart,Cambridge Commons,,2/18/19 20:31,2/18/19 20:39,48.0,no,,43.087619700000005,-87.9061765,43.0607675,-87.8918198
4352,4352,2/18/19 19:42,2,"2568 North Cramer Street, Milwaukee, Wisconsin 53211, United States","UWM Golda Meir Library, 2311 E Hartford Ave, Milwaukee, Wisconsin, United States, 53211",,2/18/19 20:52,2/18/19 20:58,69.0,no,,43.0654486,-87.8864054,43.07676740000001,-87.8807049
4353,4353,2/18/19 19:42,2,Sandburg,Knuckleheads,2/18/19 20:00,,,,yes,Wait time is too long,43.078982200000006,-87.8822568,43.0721409,-87.888063
4354,4354,2/18/19 19:42,1,Mitchell Hall,"1824 East Park Place, Milwaukee, Wisconsin 53211, United States",,2/18/19 20:21,2/18/19 20:35,38.0,no,,43.075684,-87.8789516,43.0676692,-87.8871094
4355,4355,2/18/19 19:43,1,EMS Parking,"4121 North Ardmore Avenue, Milwaukee, Wisconsin 53211, United States",2/18/19 19:44,,,,yes,I'm not ready to go,43.0389025,-87.9064736,43.0906099,-87.8950527
4356,4356,2/18/19 19:44,1,EMS Parking,Walmart,,2/18/19 20:22,2/18/19 20:31,38.0,no,,43.0389025,-87.9064736,43.087619700000005,-87.9061765
4357,4357,2/18/19 19:45,2,Sandburg,"Little Caesars Pizza, 2831 N Oakland Ave, Milwaukee, Wisconsin, United States, 53211",,2/18/19 20:18,2/18/19 20:33,33.0,no,,43.078982200000006,-87.8822568,43.0703713,-87.88820729999999
4358,4358,2/18/19 19:45,2,"1609 East North Avenue, Milwaukee, Wisconsin 53202, United States","2943 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States",2/18/19 20:04,,,,yes,It took too long to receive my ETA,43.0598103,-87.8900283,43.0719617,-87.8881306
4359,4359,2/18/19 19:46,1,Library,"2915 North Booth Street, Milwaukee, Wisconsin 53212, United States",,2/18/19 21:17,2/18/19 21:29,90.0,no,,43.0767674,-87.88070490000001,43.07151289999999,-87.9044882
4360,4360,2/18/19 19:46,1,Library,"2594 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States",,2/18/19 21:18,2/18/19 21:24,91.0,no,,43.0767674,-87.88070490000001,43.06596010000001,-87.88780129999999
4361,4361,2/18/19 19:47,1,"Asian Fusion, 1609 E North Ave, Milwaukee, Wisconsin, United States, 53202","1610 East Beverly Road, Milwaukee, Wisconsin 53211, United States",2/18/19 20:01,,,,yes,Wait time is too long,43.05981,-87.890028,43.0862332,-87.8893958
4362,4362,2/18/19 19:47,1,"3034 North Frederick Avenue, Milwaukee, Wisconsin 53211, United States","UWM Klotsche Center & Pavilion, 3409 N Downer Ave., Milwaukee, Wisconsin 53211, United States",,2/18/19 20:36,2/18/19 20:41,49.0,no,,43.073566,-87.8837999,43.0803017,-87.87960439999999
4363,4363,2/18/19 19:47,1,EMS Parking,"3901 North Humboldt Boulevard, Milwaukee, Wisconsin 53212, United States",2/18/19 20:11,,,,yes,Wait time is too long,43.0389025,-87.9064736,43.0884469,-87.89957299999999
4364,4364,2/18/19 19:48,1,"3358 North Cambridge Avenue, Milwaukee, Wisconsin 53211, United States",Sandburg,2/18/19 20:01,,,,yes,Wait time is too long,43.0789497,-87.8910059,43.078982200000006,-87.8822568
4365,4365,2/18/19 19:48,1,"2605 North Prospect Avenue, Milwaukee, Wisconsin 53211, United States","UWM Klotsche Center & Pavilion, 3409 N Downer Ave., Milwaukee, Wisconsin, United States, 53211",2/18/19 20:03,,,,yes,Wait time is too long,43.0662953,-87.8807325,43.0803017,-87.87960439999999
4366,4366,2/18/19 19:49,1,"3023 North Maryland Avenue, Milwaukee, Wisconsin 53211, United States","3348 North Downer Avenue, Milwaukee, Wisconsin 53211, United States",2/18/19 19:58,,,,yes,Wait time is too long,43.07336919999999,-87.8832317,43.078676,-87.877448
4367,4367,2/18/19 19:49,1,EMS Cramer,"2518 North Farwell Avenue, Milwaukee, Wisconsin 53211, United States",2/18/19 20:30,,,,no,No show,43.0389025,-87.9064736,43.06423969999999,-87.8815109
4368,4368,2/18/19 19:50,1,Lubar,Thai Kitchen,2/18/19 20:06,,,,yes,Wait time is too long,43.0760439,-87.8824595,43.0623578,-87.8983047
4369,4369,2/18/19 19:52,2,Collectivo - Prospect,"3134 North Downer Avenue, Milwaukee, Wisconsin 53211, United States",2/18/19 20:09,,,,yes,I've had a change in my plans,43.059057700000004,-87.8849585,43.0755167,-87.8777676
4370,4370,2/18/19 19:53,1,Klotsche,"3492 North Cramer Street, Milwaukee, Wisconsin 53211, United States",,2/18/19 20:24,2/18/19 20:27,30.0,no,,43.08030170000001,-87.8796044,43.08165899999999,-87.886078
4371,4371,2/18/19 19:54,1,Lubar,"2036 North Prospect Avenue, Milwaukee, Wisconsin 53202, United States",,2/18/19 20:24,2/18/19 20:40,30.0,no,,43.0760439,-87.8824595,43.0566099,-87.8867076
4372,4372,2/18/19 19:54,2,"3037 North Downer Avenue, Milwaukee, Wisconsin 53211, United States",Sandburg,,2/18/19 20:16,2/18/19 20:20,21.0,no,,43.07359,-87.87833599999999,43.078982200000006,-87.8822568
4373,4373,2/18/19 19:55,1,"2924 North Frederick Avenue, Milwaukee, Wisconsin 53211, United States","2223 East Webster Place, Milwaukee, Wisconsin 53211, United States",,2/18/19 20:40,2/18/19 20:44,44.0,no,,43.071549,-87.883833,43.0648164,-87.8822967
4374,4374,2/18/19 19:56,1,Lubar,"3366 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States",2/18/19 20:06,,,,yes,Wait time is too long,43.0760439,-87.8824595,43.07911989999999,-87.8875023
4375,4375,2/18/19 19:56,3,"2528 North Maryland Avenue, Milwaukee, Wisconsin 53211, United States","Riverwest Pizza, 932 E Wright St, Milwaukee, Wisconsin, United States, 53212",2/18/19 20:18,,,,yes,It took too long to receive my ETA,43.064448,-87.882677,43.0639974,-87.8993675
4376,4376,2/18/19 19:56,1,Arch Court,"3029 North Pierce Street, Milwaukee, Wisconsin 53212, United States",,2/18/19 20:50,2/18/19 20:57,54.0,no,,43.076919399999994,-87.8838656,43.0735787,-87.90294569999999
4377,4377,2/18/19 19:58,1,Lubar,"2353 North Farwell Avenue, Milwaukee, Wisconsin 53211, United States",2/18/19 20:00,,,,yes,Wait time is too long,43.0760439,-87.8824595,43.061122,-87.885008
4378,4378,2/18/19 19:59,1,Lubar,Pick n Save,,2/18/19 20:24,2/18/19 20:44,25.0,no,,43.0760439,-87.8824595,43.0600653,-87.89769150000001
4379,4379,2/18/19 19:59,2,Sandburg,"2035 East North Avenue, Milwaukee, Wisconsin 53202, United States",,2/18/19 20:30,2/18/19 20:39,31.0,no,,43.078982200000006,-87.8822568,43.0599842,-87.884316
4380,4380,2/18/19 19:59,1,Sandburg,"1900 East Newberry Boulevard, Milwaukee, Wisconsin 53211, United States",,2/18/19 20:31,2/18/19 20:34,31.0,no,,43.078982200000006,-87.8822568,43.069713,-87.886494
4381,4381,2/18/19 19:59,1,Union South,"2235 North Farwell Avenue, Milwaukee, Wisconsin 53202, United States",,2/18/19 20:55,2/18/19 21:07,55.0,no,,43.075004799999995,-87.88137979999999,43.0599324,-87.8858835
4382,4382,2/18/19 20:00,1,EMS Parking,"2178 North Prospect Avenue, Milwaukee, Wisconsin 53202, United States",,2/18/19 20:44,2/18/19 20:50,43.0,no,,43.0389025,-87.9064736,43.05829809999999,-87.88510190000001
4383,4383,2/18/19 20:00,2,"Knuckleheads, 2949 N Oakland Ave, Milwaukee, Wisconsin, United States, 53211",Sandburg,,2/18/19 20:25,2/18/19 20:29,24.0,no,,43.0721409,-87.888063,43.078982200000006,-87.8822568
4384,4384,2/18/19 20:01,1,Pick n Save,"1824 East Park Place, Milwaukee, Wisconsin 53211, United States",,2/18/19 20:37,2/18/19 20:41,36.0,no,,43.0600653,-87.89769150000001,43.0676692,-87.8871094
4385,4385,2/18/19 20:01,2,Klotsche,"3363 North Cramer Street, Milwaukee, Wisconsin 53211, United States",,2/18/19 20:29,2/18/19 20:32,28.0,no,,43.08030170000001,-87.8796044,43.078972,-87.88687
4386,4386,2/18/19 20:01,1,"3040 North Maryland Avenue, Milwaukee, Wisconsin 53211, United States",Klotsche,2/18/19 20:32,,,,yes,I'm not ready to go,43.073715,-87.8825449,43.08030170000001,-87.8796044
4387,4387,2/18/19 20:01,2,Kenilworth,Pick n Save,2/18/19 20:02,,,,yes,Wait time is too long,43.0389025,-87.9064736,43.0600653,-87.89769150000001
4388,4388,2/18/19 20:01,1,Lubar,"2866 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States",,2/18/19 20:36,2/18/19 20:39,34.0,no,,43.0760439,-87.8824595,43.0709017,-87.8877535
4389,4389,2/18/19 20:02,1,"2864 North Cramer Street, Milwaukee, Wisconsin 53211, United States",Library,,2/18/19 20:41,2/18/19 20:58,38.0,no,,43.0708978,-87.88627029999999,43.0767674,-87.88070490000001
4390,4390,2/18/19 20:03,1,"3208 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States",Cambridge Commons,2/18/19 20:03,,,,yes,I'm not ready to go,43.075918,-87.887512,43.0607675,-87.8918198
4391,4391,2/18/19 20:04,5,Noodles & Company,Sandburg,2/18/19 20:48,,,,yes,Wait time is too long,43.0748331,-87.8879517,43.078982200000006,-87.8822568
4392,4392,2/18/19 20:04,1,Klotsche,"3820 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States",,2/18/19 20:25,2/18/19 20:34,21.0,no,,43.08030170000001,-87.8796044,43.0865533,-87.88722969999999
4393,4393,2/18/19 20:04,1,Lubar,"1824 East Park Place, Milwaukee, Wisconsin 53211, United States",,2/18/19 20:30,2/18/19 20:43,25.0,no,,43.0760439,-87.8824595,43.0676692,-87.8871094
4394,4394,2/18/19 20:04,2,Sandburg,Walmart,2/18/19 20:36,,,,no,No show,43.078982200000006,-87.8822568,43.087619700000005,-87.9061765
4395,4395,2/18/19 20:05,1,"1816 East Kane Place, Milwaukee, Wisconsin 53202, United States","UWM Lubar Hall, 3202 N Maryland Ave, Milwaukee, Wisconsin, United States, 53211",2/18/19 20:05,,,,yes,Wait time is too long,43.0544318,-87.8882265,43.07604449999999,-87.8822663
4396,4396,2/18/19 20:05,1,"2020 East Park Place, Milwaukee, Wisconsin 53211, United States","1428 East Capitol Drive, Milwaukee, Wisconsin 53211, United States",,2/18/19 21:14,2/18/19 21:25,68.0,no,,43.0674869,-87.88471,43.0894455,-87.89257160000001
4397,4397,2/18/19 20:07,2,"Little Caesars Pizza, 2831 N Oakland Ave, Milwaukee, Wisconsin, United States, 53211",Sandburg,2/18/19 20:25,,,,yes,Wait time is too long,43.0703713,-87.88820729999999,43.078982200000006,-87.8822568
4398,4398,2/18/19 20:08,1,NWQ,"3939 North Murray Avenue, Milwaukee, Wisconsin 53211, United States",2/18/19 20:26,,,,yes,I've had a change in my plans,43.0389025,-87.9064736,43.0885042,-87.8853034
4399,4399,2/18/19 20:09,2,"2917 North Maryland Avenue, Milwaukee, Wisconsin 53211, United States",Klotsche,,2/18/19 20:57,2/18/19 20:59,47.0,no,,43.071441,-87.883354,43.08030170000001,-87.8796044
4400,4400,2/18/19 20:09,1,EMS Parking,"3495 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States",,2/18/19 20:47,2/18/19 20:50,37.0,no,,43.0389025,-87.9064736,43.0816463,-87.88806600000001
4401,4401,2/18/19 20:09,1,Lapham,"1825 East Lafayette Place, Milwaukee, Wisconsin 53202, United States",2/18/19 20:28,,,,yes,I'm not ready to go,43.074115500000005,-87.8890921,43.0564174,-87.8880394
4402,4402,2/18/19 20:09,1,"1525 East Royall Place, Milwaukee, Wisconsin 53202, United States","UWM Golda Meir Library, 2311 E Hartford Ave, Milwaukee, Wisconsin, United States, 53211",2/18/19 20:38,,,,yes,It took too long to receive my ETA,43.0540445,-87.89190669999999,43.07676740000001,-87.8807049
4403,4403,2/18/19 20:09,1,Library,"1320 E Capitol Dr, Shorewood, WI 53211, USA",2/18/19 20:33,,,,yes,Wait time is too long,43.0767674,-87.88070490000001,43.089466,-87.894359
4404,4404,2/18/19 20:10,1,Sandburg,"2571 North Murray Avenue, Milwaukee, Wisconsin 53211, United States",2/18/19 20:18,,,,yes,Wait time is too long,43.078982200000006,-87.8822568,43.0654767,-87.88586869999999
4405,4405,2/18/19 20:11,2,Goodwill - Oakland,"2645 North Farwell Avenue, Milwaukee, Wisconsin 53211, United States",2/18/19 20:49,,,,yes,Wait time is too long,43.0701835,-87.8899253,43.0669984,-87.88205699999999
4406,4406,2/18/19 20:11,1,Union South,"2616 North Frederick Avenue, Milwaukee, Wisconsin 53211, United States",,2/18/19 20:55,2/18/19 21:04,43.0,no,,43.075004799999995,-87.88137979999999,43.0665978,-87.8839708
4407,4407,2/18/19 20:12,3,Noodles & Company,Sandburg,2/18/19 20:33,,,,yes,Wait time is too long,43.0748331,-87.8879517,43.078982200000006,-87.8822568
4408,4408,2/18/19 20:13,1,Sandburg,Noodles & Company,2/18/19 20:14,,,,yes,Wait time is too long,43.078982200000006,-87.8822568,43.0748331,-87.8879517
4409,4409,2/18/19 20:14,2,Klotsche,"2544 North Frederick Avenue, Milwaukee, Wisconsin 53211, United States",,2/18/19 20:51,2/18/19 21:01,36.0,no,,43.08030170000001,-87.8796044,43.06470119999999,-87.88389409999999
4410,4410,2/18/19 20:15,1,"3039 North Maryland Avenue, Milwaukee, Wisconsin 53211, United States","UWM Sandburg Hall, 3400 N Maryland Ave, Milwaukee, Wisconsin, United States, 53211",2/18/19 20:15,,,,yes,I've had a change in my plans,43.0737482,-87.8831462,43.0789822,-87.8822568
4411,4411,2/18/19 20:15,1,"2903 North Downer Avenue, Milwaukee, Wisconsin 53211, United States",Library,2/18/19 20:48,,,,yes,Wait time is too long,43.071117,-87.878378,43.0767674,-87.88070490000001
4412,4412,2/18/19 20:17,1,Cambridge Commons,"3019 North Maryland Avenue, Milwaukee, Wisconsin 53211, United States",2/18/19 20:17,,,,yes,Wait time is too long,43.0607675,-87.8918198,43.073256,-87.88332
4413,4413,2/18/19 20:17,1,Union South,"2634 North Stowell Avenue, Milwaukee, Wisconsin 53211, United States",2/18/19 20:59,,,,no,No show,43.075004799999995,-87.88137979999999,43.06686630000001,-87.87898829999999
4414,4414,2/18/19 20:18,1,EMS Parking,"3975 North Cramer Street, Milwaukee, Wisconsin 53211, United States",2/18/19 20:53,,,,no,No show,43.0389025,-87.9064736,43.0889669,-87.8865957
4415,4415,2/18/19 20:19,2,"FreshFin Poke, 1806 E North Ave, Milwaukee, Wisconsin, United States, 53211","Wendy's, 627 E Capitol Dr, Milwaukee, Wisconsin, United States, 53212",,2/18/19 20:44,2/18/19 21:03,24.0,no,,43.06033499999999,-87.887613,43.0888102,-87.902648
4416,4416,2/18/19 20:19,1,Union North,Upark,,2/18/19 20:23,2/18/19 20:52,3.0,no,,43.07523079999999,-87.881425,43.093461600000005,-87.9034248
